logid,sessionnumber,stageid,stagename,stagetype,processname,pagename,objectname,actionname,result,resulttype,startdatetime,enddatetime,attributexml,automateworkingset,targetappname,targetappworkingset,starttimezoneoffset,endtimezoneoffset,attributesize
285704159,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:39.323000000,,,0,,0,3600,,0
285704160,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:39.347000000,,,0,,0,3600,,0
285704161,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:39.387000000,,,0,,0,3600,,0
285704162,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:39.417000000,,,0,,0,3600,,0
285704163,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:39.447000000,,,0,,0,3600,,0
285704164,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:39.470000000,,,0,,0,3600,,0
285704165,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:39.493000000,,,0,,0,3600,,0
285704166,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:39.530000000,,,0,,0,3600,,0
285704167,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:39.563000000,,,0,,0,3600,,0
285704168,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:39.597000000,,,0,,0,3600,,0
285704169,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:39.620000000,,,0,,0,3600,,0
285704170,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:39.637000000,,,0,,0,3600,,0
285704171,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:39.653000000,,,0,,0,3600,,0
285704172,42056,{72EE8ABF-4618-440E-A904-AA01166E0368},All Empty,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,37. Check Contact Numbers,,,False,8,2022-04-13 14:01:39.673000000,,,0,,0,3600,,0
285704173,42056,{FE61627A-3DC2-4A76-866D-2B44B57101C6},Home Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,37. Check Contact Numbers,,,True,8,2022-04-13 14:01:39.690000000,,,0,,0,3600,,0
285704174,42056,{73B2A399-A118-4781-8B80-8FA5600E182C},Work Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,37. Check Contact Numbers,,,False,8,2022-04-13 14:01:39.720000000,,,0,,0,3600,,0
285704175,42056,{93886BA9-E014-474F-97DA-FA02BF8B20C3},Valid Field?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,31. Check Numbers,,,True,8,2022-04-13 14:01:39.743000000,,,0,,0,3600,,0
285704176,42056,{44FA428F-0475-40E4-9F04-1D4E4F8C13F2},Mobile Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,37. Check Contact Numbers,,,False,8,2022-04-13 14:01:39.773000000,,,0,,0,3600,,0
285704177,42056,{93886BA9-E014-474F-97DA-FA02BF8B20C3},Valid Field?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,31. Check Numbers,,,True,8,2022-04-13 14:01:39.810000000,,,0,,0,3600,,0
285704178,42079,{7415FDBE-6E0A-4E4C-8057-4259614ED491},Start,1024,3.13 ID Check - Upload Documents - Executor,Main Page,,,,,2022-04-13 14:01:39.867000000,,,0,,0,3600,,0
285704179,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:39.863000000,,,0,,0,3600,,0
285704180,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:39.897000000,,,0,,0,3600,,0
285704181,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:39.927000000,,,0,,0,3600,,0
285704182,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:39.950000000,,,0,,0,3600,,0
285704183,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:39.970000000,,,0,,0,3600,,0
285704184,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:39.987000000,,,0,,0,3600,,0
285704185,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:40.003000000,,,0,,0,3600,,0
285704186,42056,{08979480-B354-4138-81A3-5AD53DC62F7B},Filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:40.017000000,,,0,,0,3600,,0
285704187,42079,{5B4B3C6B-B51D-4BCF-8A64-5BE5F29371A1},Downtime?,4,3.13 ID Check - Upload Documents - Executor,Main Page,,,False,8,2022-04-13 14:01:40.037000000,,,0,,0,3600,,0
285704188,42056,{424EE0C3-48B5-4E39-8A62-8717B7BF803C},Valid Field?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,21. Check is Email,,,True,8,2022-04-13 14:01:40.040000000,,,0,,0,3600,,0
285704189,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.087000000,,,0,,0,3600,,0
285704190,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:40.120000000,,,0,,0,3600,,0
285704191,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.150000000,,,0,,0,3600,,0
285704192,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.170000000,,,0,,0,3600,,0
285704193,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:40.200000000,,,0,,0,3600,,0
285704194,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.230000000,,,0,,0,3600,,0
285704195,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.253000000,,,0,,0,3600,,0
285704196,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:40.293000000,,,0,,0,3600,,0
285704197,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:40.327000000,,,0,,0,3600,,0
285704198,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.353000000,,,0,,0,3600,,0
285704199,42079,{6A64A0D3-6EFF-4F5C-A13B-49782227CD93},Start,1024,3.13 ID Check - Upload Documents - Executor,[Management] Terminate Applications,,,,,2022-04-13 14:01:40.370000000,,,0,,0,3600,,0
285704200,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.370000000,,,0,,0,3600,,0
285704201,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.387000000,,,0,,0,3600,,0
285704202,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.403000000,,,0,,0,3600,,0
285704203,42056,{2963F13C-B3AB-4F96-8DA9-D6804AC77338},Address in UK field,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.423000000,,,0,,0,3600,,0
285704204,42056,{77B7CFEB-40FD-46B6-9665-D5ED5C9F5159},Confirmation Date?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.440000000,,,0,,0,3600,,0
285704205,42056,{CD936290-7ADF-421E-B26F-E418808946DC},Postcode,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.457000000,,,0,,0,3600,,0
285704206,42056,{C4A5469F-41B0-4D82-A7B5-B3CBDE05274B},Disability Category,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.473000000,,,0,,0,3600,,0
285704207,42056,{A471D044-6EC5-43EE-A7FB-F9C901DB6705},Confirmation,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:40.490000000,,,0,,0,3600,,0
285704208,42056,{7F3C5B97-1D3D-42F6-A0AD-07869D882A35},Confirmation =Yes,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:40.507000000,,,0,,0,3600,,0
285704209,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.557000000,,,0,,0,3600,,0
285704210,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:40.603000000,,,0,,0,3600,,0
285704211,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:40.637000000,,,0,,0,3600,,0
285704212,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.660000000,,,0,,0,3600,,0
285704213,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.677000000,,,0,,0,3600,,0
285704214,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.697000000,,,0,,0,3600,,0
285704215,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.713000000,,,0,,0,3600,,0
285704216,42056,{2963F13C-B3AB-4F96-8DA9-D6804AC77338},Address in UK field,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.730000000,,,0,,0,3600,,0
285704217,42056,{77B7CFEB-40FD-46B6-9665-D5ED5C9F5159},Confirmation Date?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.747000000,,,0,,0,3600,,0
285704218,42056,{CD936290-7ADF-421E-B26F-E418808946DC},Postcode,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.760000000,,,0,,0,3600,,0
285704219,42079,{ABD777C6-E6B0-4019-94A2-D9DAC6933F2C},Exists?,4,3.13 ID Check - Upload Documents - Executor,[Management] Terminate Applications,,,True,8,2022-04-13 14:01:40.773000000,,,0,,0,3600,,0
285704220,42056,{C4A5469F-41B0-4D82-A7B5-B3CBDE05274B},Disability Category,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.777000000,,,0,,0,3600,,0
285704221,42056,{A471D044-6EC5-43EE-A7FB-F9C901DB6705},Confirmation,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.790000000,,,0,,0,3600,,0
285704222,42056,{31212E14-BE0C-4C85-890A-715C9363483B},Contact Address? ,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.807000000,,,0,,0,3600,,0
285704223,42056,{83158351-2A04-4AE6-8BFD-FA3081C40F00},County Cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.830000000,,,0,,0,3600,,0
285704224,42056,{7F51C000-1A1D-4727-9333-FD334A5B731C},Cell Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.843000000,,,0,,0,3600,,0
285704225,42056,{EF9AFF94-D7E4-4954-AC83-6FCDDFFF6E1A},Disability Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.877000000,,,0,,0,3600,,0
285704226,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:40.917000000,,,0,,0,3600,,0
285704227,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:40.947000000,,,0,,0,3600,,0
285704228,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:40.983000000,,,0,,0,3600,,0
285704229,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:41.013000000,,,0,,0,3600,,0
285704230,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:41.030000000,,,0,,0,3600,,0
285704231,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:41.047000000,,,0,,0,3600,,0
285704232,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:41.063000000,,,0,,0,3600,,0
285704233,42056,{2963F13C-B3AB-4F96-8DA9-D6804AC77338},Address in UK field,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:41.083000000,,,0,,0,3600,,0
285704234,42056,{77B7CFEB-40FD-46B6-9665-D5ED5C9F5159},Confirmation Date?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:41.097000000,,,0,,0,3600,,0
285704235,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:41.180000000,,,0,,0,3600,,0
285704236,41917,{24B07271-3071-43B6-82D7-C4B9B519BC3C},End,2048,,,Generic OLEDB,Get Collection,,,2022-04-13 14:01:41.213000000,,<parameters><inputs /><outputs><output name="Result" type="collection"><row><field name="Type of DBS Disclosure" type="text" value="Standard" /><field name="Childrens Barred List Chk Reqd" type="text" value="Yes" /><field name="Adults Barred List Check Reqd" type="text" value="Yes" /><field name="Assignment Number" type="number" value="30236212" /><field name="Created Date" type="datetime" value="2022-01-07 13:18:23Z" /></row></output></outputs></parameters>,0,,0,3600,,462
285704237,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:41.210000000,,,0,,0,3600,,0
285704238,41917,{71C1D9F6-126A-4431-9340-6FB7F01FA64F},End,2048,3.11 - TRAC Internal Executor,Generic Query,,,,,2022-04-13 14:01:41.230000000,,<parameters><inputs /><outputs><output name="Reults" type="collection"><row><field name="Type of DBS Disclosure" type="text" value="Standard" /><field name="Childrens Barred List Chk Reqd" type="text" value="Yes" /><field name="Adults Barred List Check Reqd" type="text" value="Yes" /><field name="Assignment Number" type="number" value="30236212" /><field name="Created Date" type="datetime" value="2022-01-07 13:18:23Z" /></row></output></outputs></parameters>,0,,0,3600,,462
285704239,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:41.240000000,,,0,,0,3600,,0
285704240,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:41.267000000,,,0,,0,3600,,0
285704241,41917,{82852384-D545-49FF-A8C0-6AF0C60A3A26},Start,1024,3.11 - TRAC Internal Executor,Generic Query,,,,,2022-04-13 14:01:41.287000000,,<parameters><inputs><input name="Path" type="text" value="\\bcfhcc20-97.royalfree.nhs.uk\Users\NLPSS\Shared_Recruitment_Services\RPA\ESR_Reports\RFL\XLSX Versions\391 NHS Employment Checklist Dashboard - EU Status 13 04 2022 11 08 51.XLSX" /><input name="Query" type="text" value="Select [EU Settlement Scheme Status] from [391 NHS Employment Checklist Da$] Where [Applicant Number] = 30236212" /></inputs><outputs /></parameters>,0,,0,3600,,430
285704242,42056,{FA238D1A-6555-480A-8746-D6FC1FA1A7CF},NOTICE Start NHS Pensions,8192,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,NOTICE Start NHS Pensions,64,2022-04-13 14:01:41.283000000,,,0,,0,3600,,0
285704243,42056,{583B91AB-4717-4FE4-9687-7A3588F0F3E2},Unprotect Workbook,2,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,ERROR: Internal : Could not execute code stage because exception thrown by code stage: The password you supplied is not correct. Verify that the CAPS LOCK key is off and be sure to use the correct capitalization.,64,2022-04-13 14:01:41.327000000,,,0,,0,3600,,0
285704244,42056,{28336A3C-5BA3-4BF2-AD40-29FD9E38213E},Recover,67108864,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,,64,2022-04-13 14:01:41.350000000,,,0,,0,3600,,0
285704245,41917,{A57715C8-5363-4404-9037-3F0D7146AF16},CSV?,4,3.11 - TRAC Internal Executor,Generic Query,,,False,8,2022-04-13 14:01:41.370000000,,,0,,0,3600,,0
285704246,42056,{5326168A-BA19-4195-924B-E817F1BE4B11},Resume,134217728,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,,64,2022-04-13 14:01:41.363000000,,,0,,0,3600,,0
285704247,42056,{6410139D-B84F-442B-AAA0-B45C189D70F2},Unprotect Worksheet,2,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,ERROR: Internal : Could not execute code stage because exception thrown by code stage: The password you supplied is not correct. Verify that the CAPS LOCK key is off and be sure to use the correct capitalization.,64,2022-04-13 14:01:41.400000000,,,0,,0,3600,,0
285704248,41917,{0A0653F4-FE81-48A0-A746-21A819693FE5},Data - OLEDB::Close,2,,,Generic OLEDB,Get Collection,ERROR: Internal : Could not execute code stage because exception thrown by code stage: Object reference not set to an instance of an object.,64,2022-04-13 14:01:41.420000000,,,0,,0,3600,,0
285704249,42056,{99FACCE9-B57B-4249-B37C-5B5C4B6B58B6},Recover,67108864,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,,64,2022-04-13 14:01:41.423000000,,,0,,0,3600,,0
285704250,42079,{A7B8F807-FD3A-4FBE-94EE-0B170BDE69A6},End,2048,3.13 ID Check - Upload Documents - Executor,[Management] Terminate Applications,,,,,2022-04-13 14:01:41.447000000,,,0,,0,3600,,0
285704251,42056,{FED7D4FE-19D6-4924-ABA8-54DCA0EA7546},Resume,134217728,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,,64,2022-04-13 14:01:41.437000000,,,0,,0,3600,,0
285704252,42056,{625FE50A-45D4-481C-9B25-CB899DFE1724},Answer,1048576,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,(2) No,64,2022-04-13 14:01:41.487000000,,,0,,0,3600,,0
285704253,42056,{2168305F-7E99-4CA9-9742-D5BC0D3A1DC3},Q2 needed?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,False,8,2022-04-13 14:01:41.517000000,,,0,,0,3600,,0
285704254,42079,{785021C5-DB5B-466A-855E-346B199B01CF},Start Applications,128,3.13 ID Check - Upload Documents - Executor,Main Page,,,,,2022-04-13 14:01:41.633000000,2022-04-13 14:02:29.587000000,,0,,0,3600,3600,0
285704255,42079,{2F8CA183-7FC2-4F33-96CF-94DDA064FB5E},Start,1024,3.13 ID Check - Upload Documents - Executor,[Management] Start Applications,,,,,2022-04-13 14:01:41.807000000,,,0,,0,3600,,0
285704256,41917,{24B07271-3071-43B6-82D7-C4B9B519BC3C},End,2048,,,Generic OLEDB,Get Collection,,,2022-04-13 14:01:41.863000000,,<parameters><inputs /><outputs><output name="Result" type="collection" encvalue="&lt;collection /&gt;" /></outputs></parameters>,0,,0,3600,,128
285704257,41917,{71C1D9F6-126A-4431-9340-6FB7F01FA64F},End,2048,3.11 - TRAC Internal Executor,Generic Query,,,,,2022-04-13 14:01:41.880000000,,<parameters><inputs /><outputs><output name="Reults" type="collection" encvalue="&lt;collection /&gt;" /></outputs></parameters>,0,,0,3600,,128
285704258,41917,{82852384-D545-49FF-A8C0-6AF0C60A3A26},Start,1024,3.11 - TRAC Internal Executor,Generic Query,,,,,2022-04-13 14:01:41.937000000,,<parameters><inputs><input name="Path" type="text" value="\\bcfhcc20-97.royalfree.nhs.uk\Users\NLPSS\Shared_Recruitment_Services\RPA\ESR_Reports\RFL\XLSX Versions\391 NHS Employment Checklist Dashboard - Medical 13 04 2022 11 04 58.XLSX" /><input name="Query" type="text" value="Select [EPP Clearance], [Date of Medical Clearance] from [391 NHS Employment Checklist Da$] Where [Employee Number] = 30236212" /></inputs><outputs /></parameters>,0,,0,3600,,442
285704259,42079,{6D9B05AB-F1A3-4FE3-A043-771DDF6619C6},Launch and Log into Trac,128,3.13 ID Check - Upload Documents - Executor,[Management] Start Applications,,,,,2022-04-13 14:01:41.963000000,2022-04-13 14:02:17.243000000,,0,,0,3600,3600,0
285704260,42056,{1B2BFC28-ABCD-433E-B22B-6697924EF651},Q3 Needed?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,False,8,2022-04-13 14:01:41.563000000,,,0,,0,3600,,0
285704261,42056,{B0BF2FA9-A3F0-489A-AE1C-3A3D77D1429E},Q5 Needed?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,False,8,2022-04-13 14:01:42.013000000,,,0,,0,3600,,0
285704262,41917,{A57715C8-5363-4404-9037-3F0D7146AF16},CSV?,4,3.11 - TRAC Internal Executor,Generic Query,,,False,8,2022-04-13 14:01:42.033000000,,,0,,0,3600,,0
285704263,42056,{AA857C9B-DA1F-4E39-8B54-D81DE83C4E00},Q6 needed?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,38. Check 5. NHS Pensions,,,False,8,2022-04-13 14:01:42.047000000,,,0,,0,3600,,0
285704264,41917,{0A0653F4-FE81-48A0-A746-21A819693FE5},Data - OLEDB::Close,2,,,Generic OLEDB,Get Collection,ERROR: Internal : Could not execute code stage because exception thrown by code stage: Object reference not set to an instance of an object.,64,2022-04-13 14:01:42.067000000,,,0,,0,3600,,0
